
[26:19.000 --> 26:20.000]  So I,
[01:44:39.880 --> 01:44:40.240]  Sure.
[01:44:40.240 --> 01:44:42.320]  You have to stay small on it, right?
[01:44:42.320 --> 01:44:45.840]  So our relationship with you is going to be limited in scope, right?
[01:44:45.840 --> 01:44:49.560]  Like we talked about, it's likely going to be something where, you know,
[01:44:49.560 --> 01:44:50.320]  it's going to be something.
[01:44:50.320 --> 01:44:53.840]  You know, I look at electronic cigarette thing, I just can't believe it.
[01:44:53.840 --> 01:44:55.800]  Are you going to know all this smoke, electronic?
[01:44:55.800 --> 01:44:56.720]  Really? Inside?
[01:44:56.720 --> 01:44:58.520]  It's just, but it's not real.
[01:44:58.520 --> 01:45:01.680]  I'm not aware of it.
[01:45:01.680 --> 01:45:08.240]  So the main thing that we would call it, the main thing that we would be able to
[01:45:08.240 --> 01:45:11.040]  help with is, like, everything's going well, right?
[01:45:11.040 --> 01:45:13.120]  We can't change what's going on in the past, right?
[01:45:13.120 --> 01:45:17.440]  Because we can't change what, you know, Isala said, or what your neighbors have
[01:45:17.440 --> 01:45:18.240]  said, or anything.
[01:45:18.240 --> 01:45:19.440]  Sure, right.
[01:45:19.440 --> 01:45:23.040]  But going forward, we can help you with the investigator, right?
[01:45:23.040 --> 01:45:25.640]  Because the investigator is going to assess you and Marie to see if you
[01:45:25.640 --> 01:45:26.920]  get the two full parents.
[01:45:26.920 --> 01:45:30.960]  So those are things that we can help with.
[01:45:30.960 --> 01:45:33.800]  I'm trying to think there are other avenues that would like you.
[01:45:33.800 --> 01:45:34.920]  I made a whole list of stuff.
[01:45:34.920 --> 01:45:37.160]  I've been studying law for like a week, okay?
[01:45:37.160 --> 01:45:40.200]  I'm not a lawyer, but I figured there's some things that they've done very
[01:45:40.200 --> 01:45:41.720]  illegally, all right?
[01:45:41.720 --> 01:45:45.120]  Due process still exists, even in that court, all right?
[01:45:45.120 --> 01:45:47.920]  Even though some lawyers say no, some lawyers say yes, it does exist.
[01:45:47.920 --> 01:45:53.080]  We read online on reputable law websites.
[01:45:54.040 --> 01:45:56.200]  They're not supposed to invite themselves in and walk in.
[01:45:56.200 --> 01:45:57.720]  They did.
[01:45:57.720 --> 01:46:07.240]  This woman is clearly, the lies are so ridiculously, too many lies.
[01:46:07.240 --> 01:46:14.000]  And the only reason for that is to paint a picture because you have an agenda.
[01:46:14.000 --> 01:46:15.800]  Why, why she has this agenda?
[01:46:15.800 --> 01:46:18.920]  Why she wants to destroy me or Marie?
[01:46:18.920 --> 01:46:21.840]  I don't know, I mean, I get it.
[01:46:21.920 --> 01:46:24.240]  I've encountered people like this before.
[01:46:24.240 --> 01:46:26.640]  I don't know why they do it, but they want to do it.
[01:46:26.640 --> 01:46:29.640]  It's either, Marie always says I'm going to kill this, you know?
[01:46:29.640 --> 01:46:31.160]  I don't think it's jealousy.
[01:46:31.160 --> 01:46:32.200]  I think it's something else.
[01:46:32.200 --> 01:46:36.520]  I don't know what it is, but there's some reason that she wants us destroyed.
[01:46:36.520 --> 01:46:41.920]  And she, and you have to, what I've learned is that this system,
[01:46:41.920 --> 01:46:45.520]  just the DCFS, is very corrupt.
[01:46:45.520 --> 01:46:47.200]  There's some, they know each other.
[01:46:47.200 --> 01:46:49.640]  It's ancestral, they all know each other.
[01:46:49.640 --> 01:46:55.280]  This guy that worked there, our lawyer and customer, he was threatening Marie.
[01:46:55.280 --> 01:46:59.000]  Okay, when we left, he fucking threatened her and said, you know what?
[01:46:59.000 --> 01:47:02.560]  If you don't get a vow, because I was calling him out, I said, why didn't you do this?
[01:47:02.560 --> 01:47:07.440]  If you don't get a vow to stop acting like a bully and know everything,
[01:47:07.440 --> 01:47:10.600]  you're going to have to make a choice between your son and Val.
[01:47:10.600 --> 01:47:12.560]  We have that on tape, too.
[01:47:12.560 --> 01:47:14.560]  You got to hear this fucking, too.
[01:47:14.560 --> 01:47:15.560]  It's crazy.
[01:47:15.560 --> 01:47:17.320]  Okay.
[01:47:17.640 --> 01:47:22.520]  Full soldier, too, I've dealt with this and other cases that are similar to yours.
[01:47:22.520 --> 01:47:24.400]  With DCFI?
[01:47:24.400 --> 01:47:25.600]  With DCFI?
[01:47:25.600 --> 01:47:26.600]  In Texas.
[01:47:26.600 --> 01:47:27.600]  Oh, okay.
[01:47:27.600 --> 01:47:28.600]  In some organizations.
[01:47:28.600 --> 01:47:32.440]  But we don't, the thing is, I'm not an expert either, right?
[01:47:32.440 --> 01:47:36.200]  We've worked with some things in the past that have been successful stuff,
[01:47:36.200 --> 01:47:38.200]  and we actually got some good work out of it.
[01:47:38.200 --> 01:47:39.560]  Everything turned out fine.
[01:47:39.560 --> 01:47:40.960]  So that's my experience with it.
[01:47:40.960 --> 01:47:45.080]  I'm not an expert in custody law and now across this work,
[01:47:45.080 --> 01:47:46.200]  I learn something new every day.
[01:47:46.200 --> 01:47:53.320]  So the primary issue I see is this, like, if we're going to help, right,
[01:47:53.320 --> 01:47:58.120]  we're going to help and be effective in our job, but also be effective for you.
[01:47:58.120 --> 01:48:05.400]  So trying to uncover a conspiracy with Saba makes it, like, I mean,
[01:48:05.400 --> 01:48:09.120]  I don't think there's some weird stuff going on, but that's what I'm saying is that
[01:48:09.120 --> 01:48:12.080]  if the investigator does his job properly or her job properly,
[01:48:12.080 --> 01:48:15.600]  they should see that you guys are successful parents who can help raise Marlowe
[01:48:15.600 --> 01:48:17.000]  in a very productive way.
[01:48:17.000 --> 01:48:19.280]  But here's the thing.
[01:48:19.280 --> 01:48:24.560]  Any competent person, whether you're a DCFS or a police officer,
[01:48:24.560 --> 01:48:27.960]  anyone that is trained to deal with people,
[01:48:27.960 --> 01:48:33.200]  can delineate a same person from an insane person, right?
[01:48:33.200 --> 01:48:34.840]  You should be able to do that.
[01:48:34.840 --> 01:48:41.400]  Now, when you meet Patel and you read her shit, she's obviously fucking nuts, right?
[01:48:41.400 --> 01:48:44.160]  Sorry for this, but clinical terms, she's fucking nuts.
[01:48:44.160 --> 01:48:45.320]  She's out there.
[01:48:45.320 --> 01:48:51.760]  And for Saba, I know is able to determine the difference between saying and not saying.
[01:48:51.760 --> 01:48:57.440]  So she purposely, I suspect that she's a smart person,
[01:48:57.440 --> 01:49:00.960]  that she purposely included this woman's testimony for a reason.
[01:49:00.960 --> 01:49:04.680]  She's against it, because she must know that she's fucking nuts.
[01:49:04.680 --> 01:49:05.680]  They're using her.
[01:49:05.680 --> 01:49:08.360]  It's sad for this woman.
[01:49:08.360 --> 01:49:12.640]  I'm not that sympathetic for her anymore because she's did it, but it's, you know what I mean?
[01:49:13.520 --> 01:49:14.600]  I'm not saying it's very simple.
[01:49:14.600 --> 01:49:15.920]  It's the first time I've heard it.
[01:49:15.920 --> 01:49:19.680]  So you're saying that she's clinically insane, right?
[01:49:19.680 --> 01:49:21.600]  She's got a frontier bipolar.
[01:49:21.600 --> 01:49:24.320]  Maybe not insane, but that's exaggeration.
[01:49:24.320 --> 01:49:26.240]  Mentally unstable, for sure.
[01:49:26.240 --> 01:49:27.120]  Classic bipolar.
[01:49:27.120 --> 01:49:30.240]  I'm willing to bet you anything you'll find bipolar medication.
[01:49:30.240 --> 01:49:32.840]  But just for reference, right?
[01:49:32.840 --> 01:49:35.560]  We probably wouldn't want to make that claim, right?
[01:49:35.560 --> 01:49:36.920]  You would, yes.
[01:49:36.920 --> 01:49:38.360]  Or you would not.
[01:49:38.360 --> 01:49:44.040]  Because if it's one, easy to tell that someone is clinically insane, and two,
[01:49:44.040 --> 01:49:48.280]  you know that she's insane, and three, why would you give custody to her
[01:49:48.280 --> 01:49:49.960]  for several hours a week?
[01:49:49.960 --> 01:49:51.000]  Because we didn't know it at the time.
[01:49:51.000 --> 01:49:51.840]  He just hurt himself, right?
[01:49:51.840 --> 01:49:56.800]  So like, you know at the time, he's same argument to the lady with the investigation.
[01:49:56.800 --> 01:50:01.880]  So that's an avenue I think would be dangerous for you than anything else, right?
[01:50:01.880 --> 01:50:04.560]  So we get her to retract her statement.
[01:50:04.560 --> 01:50:05.240]  Well, here's the thing.
[01:50:05.240 --> 01:50:10.120]  So again, are we going to go over there and break her off to retract the statement?
[01:50:10.120 --> 01:50:12.520]  Yeah, I'm ready to go to the Armenian.
[01:50:12.520 --> 01:50:13.920]  I'm like, let's go find the Armenians.
[01:50:13.920 --> 01:50:15.040]  They handle this shit, right?
[01:50:15.040 --> 01:50:16.560]  Luckily, we're lucky for you.
[01:50:16.560 --> 01:50:18.200]  The FBI doesn't do that, right?
[01:50:18.200 --> 01:50:25.520]  I mean, we are on the side of good because we're not going to influence people in that way.
[01:50:25.520 --> 01:50:26.480]  It's just not how we work.
[01:50:26.480 --> 01:50:29.080]  And like I told you on phone, I'll be honest with you.
[01:50:29.080 --> 01:50:32.480]  What we can and what we can't do, I'm not going to make a story for you to say like,
[01:50:32.480 --> 01:50:35.640]  oh, we can turn the world around immediately for you right now.
[01:50:35.640 --> 01:50:36.440]  No, I know.
[01:50:36.440 --> 01:50:36.960]  I know.
[01:50:36.960 --> 01:50:37.800]  I don't expect that.
[01:50:37.800 --> 01:50:41.880]  But I'm trying to work with you to see what avenues we can best help with.
[01:50:41.880 --> 01:50:48.720]  So like I said, the best thing I can think of right now is influencing how you're perceived.
[01:50:48.720 --> 01:50:53.360]  And not in a negative way, not in a way that's illegal or anything, but just saying like,
[01:50:53.360 --> 01:50:59.760]  hey, if you have these issues, if you have, they say, oh, there's not enough food in the house.
[01:50:59.760 --> 01:51:04.040]  And then we just show receipts, you get an Amazon delivery every week or something like that.
[01:51:04.040 --> 01:51:05.720]  Yeah, we have the receipts.
[01:51:05.720 --> 01:51:10.920]  So all those things would be easily refuted by evidence that you can show.
[01:51:10.920 --> 01:51:15.520]  And there's no evidence that the FBI is helping you or, you know, if we give you money to do that,
[01:51:15.520 --> 01:51:17.920]  that's just cash that you have, right?
[01:51:17.920 --> 01:51:22.920]  So all those things are ways that we can help your view in the court size.
[01:51:22.920 --> 01:51:27.720]  Because what we talked about too and what we talked about on the phone is that it's very rare
[01:51:27.720 --> 01:51:30.680]  that they take custody completely away from the parent.
[01:51:30.680 --> 01:51:35.080]  It can happen in very extreme cases, but at least the ones that I've been involved in,
[01:51:35.080 --> 01:51:36.960]  the judge almost always favors.
[01:51:36.960 --> 01:51:40.640]  And what we talked about, the mom almost wouldn't have a father or whatever.
[01:51:40.640 --> 01:51:42.400]  I believe that you believe that.
[01:51:42.400 --> 01:51:46.920]  But what I've read and studied in the last few days about this specific system in Los Angeles
[01:51:46.920 --> 01:51:48.640]  and these people, it's not that.
[01:51:48.640 --> 01:51:49.560]  It's the opposite.
[01:51:49.560 --> 01:51:50.920]  They give it to the perpetrator.
[01:51:50.920 --> 01:51:56.760]  They give it to the person that has the most money or the person that's been doing the illegal fake calls.
[01:51:56.760 --> 01:52:02.560]  Because this is, obviously you can imagine, this is a tool used in many, many divorces.
[01:52:02.560 --> 01:52:04.400]  That's the complicated part of it.
[01:52:04.400 --> 01:52:10.000]  And I have not experienced in this, but just, you know, you've had an experience in the past
[01:52:10.000 --> 01:52:12.160]  and you've been like, this is complicated.
[01:52:12.160 --> 01:52:17.320]  It's not just a child welfare situation, it's a divorce.
[01:52:17.320 --> 01:52:18.320]  It's weaponized.
[01:52:18.320 --> 01:52:20.160]  They weaponized DCFS for divorce.
[01:52:20.160 --> 01:52:21.960]  It's terrible, but that's what's happening.
[01:52:21.960 --> 01:52:22.760]  And they know it.
[01:52:22.760 --> 01:52:24.760]  And they're using it and making a lot of money.
[01:52:24.760 --> 01:52:27.160]  They're fucking lawyers and judges.
[01:52:27.160 --> 01:52:32.160]  Like, for example, Sabah makes $120,000 a year.
[01:52:32.160 --> 01:52:36.280]  Her supervisor makes 210 public records.
[01:52:36.280 --> 01:52:38.480]  That's a lot of money for DCFS, right?
[01:52:38.480 --> 01:52:40.480]  And they have the other $80,000.
[01:52:40.480 --> 01:52:41.520]  What's other?
[01:52:41.520 --> 01:52:42.760]  Where did that $80,000 come from?
[01:52:42.760 --> 01:52:43.920]  Over time.
[01:52:43.920 --> 01:52:44.920]  $60,000.
[01:52:44.920 --> 01:52:46.040]  Over time.
[01:52:46.040 --> 01:52:48.800]  And $25,000.
[01:52:48.800 --> 01:52:50.960]  Other $90,000.
[01:52:50.960 --> 01:52:52.360]  So what the fuck?
[01:52:54.800 --> 01:52:56.800]  Is that normal?
[01:52:56.800 --> 01:52:57.800]  I don't know, okay.
[01:52:57.800 --> 01:53:01.240]  Anyway, I'm just saying it's suspicious to me.
[01:53:01.240 --> 01:53:02.600]  But yeah, well, what can you do?
[01:53:02.600 --> 01:53:03.800]  What can you do?
[01:53:03.800 --> 01:53:07.000]  What is in your power and what's not?
[01:53:07.000 --> 01:53:11.880]  We have to do some more research, because the issue is what we can do would make it
[01:53:11.880 --> 01:53:13.440]  over it also, right?
[01:53:13.440 --> 01:53:15.920]  Also, you don't have a rebuttal either.
[01:53:15.920 --> 01:53:21.320]  We wrote it on the piece of paper, the FPVF thing with like these, then we put sticky
[01:53:21.320 --> 01:53:24.840]  notes on the fake sticky notes on a digital thing.
[01:53:24.840 --> 01:53:26.360]  Can't find it anywhere.
[01:53:26.360 --> 01:53:30.200]  It only took two days to write it, and now we can't find the sticky notes.
[01:53:30.200 --> 01:53:31.200]  We have to write it again.
[01:53:31.200 --> 01:53:32.200]  So we will get you that.
[01:53:32.200 --> 01:53:33.200]  We will get you that.
[01:53:33.200 --> 01:53:38.800]  And I haven't uploaded all the evidence yet, like all the recordings that we have and
[01:53:38.800 --> 01:53:47.280]  all the video recordings, audio and video.
[01:53:47.280 --> 01:53:54.040]  So, the last time I checked the email address, I didn't see anything, but that was before
[01:53:54.040 --> 01:53:55.040]  I left.
[01:53:55.040 --> 01:53:56.040]  You didn't see anything?
[01:53:56.040 --> 01:53:57.040]  No.
[01:53:57.040 --> 01:53:58.040]  I sent it to you.
[01:53:58.040 --> 01:54:02.400]  I sent it to that email address on Sunday night, and I checked on Monday to get anything
[01:54:02.400 --> 01:54:03.400]  yet.
[01:54:03.400 --> 01:54:08.480]  But you don't, this should be, I sent you like a shitload of stuff last night, last night.
[01:54:08.480 --> 01:54:09.480]  Oh, last night?
[01:54:09.480 --> 01:54:10.480]  Yeah.
[01:54:10.480 --> 01:54:11.480]  Okay.
[01:54:11.480 --> 01:54:12.480]  I haven't checked it.
[01:54:12.480 --> 01:54:13.480]  Oh, okay.
[01:54:13.480 --> 01:54:14.480]  Because I haven't been flying in a year.
[01:54:14.480 --> 01:54:15.480]  It's okay.
[01:54:15.480 --> 01:54:16.480]  I sent you the text saying, I'm sorry, I just saw this now.
[01:54:16.480 --> 01:54:17.480]  Yeah.
[01:54:17.480 --> 01:54:18.480]  That's what I'm saying.
[01:54:18.480 --> 01:54:19.480]  Yeah.
[01:54:19.480 --> 01:54:20.480]  I haven't checked whatever it is you sent.
[01:54:20.480 --> 01:54:21.480]  Okay, good.
[01:54:21.480 --> 01:54:22.480]  Okay.
[01:54:22.480 --> 01:54:23.480]  You've got a lot, there's a lot of reading in there.
[01:54:23.480 --> 01:54:24.480]  You'll see.
[01:54:24.480 --> 01:54:25.480]  But you've read the report, though.
[01:54:25.480 --> 01:54:30.480]  I don't have, if you sent the report in that group, I haven't read it yet.
[01:54:30.480 --> 01:54:31.480]  The good report?
[01:54:31.480 --> 01:54:32.480]  No.
[01:54:32.480 --> 01:54:33.480]  So, yeah, I just have a good report.
[01:54:33.480 --> 01:54:34.480]  Oh, good.
[01:54:34.480 --> 01:54:35.480]  Okay.
[01:54:35.480 --> 01:54:36.480]  So, you sort of, oh, good.
[01:54:36.480 --> 01:54:37.480]  I got to you first.
[01:54:37.480 --> 01:54:38.480]  That's good.
[01:54:38.480 --> 01:54:39.480]  So, you get your first impression from me first.
[01:54:39.480 --> 01:54:40.480]  Not that report.
[01:54:40.480 --> 01:54:41.480]  That's a good sign for me.
[01:54:41.480 --> 01:54:42.480]  Very happy to hear that.
[01:54:42.480 --> 01:54:43.480]  That's good.
[01:54:43.480 --> 01:54:48.480]  So, we can do some more research on our insights, see what thing you have.
[01:54:48.480 --> 01:54:49.480]  Good.
[01:54:49.480 --> 01:54:51.480]  I can't promise anything else, but I cannot promise my own right.
[01:54:51.480 --> 01:54:54.480]  Like, I can't promise that I mean you don't need all of that help at all.
[01:54:54.480 --> 01:54:55.480]  That's good to me.
[01:54:55.480 --> 01:54:56.480]  But I can't tell you I'll be honest, right?
[01:54:56.480 --> 01:54:58.480]  I'll be honest with you about what we can do and what we can't do.
[01:54:58.480 --> 01:55:02.480]  And, I'll give you some options sometimes and say, well, we can try this and try that.
[01:55:02.480 --> 01:55:05.480]  It may include to different ways.
[01:55:05.480 --> 01:55:09.480]  But I can't promise what I promise what we can do.
[01:55:09.480 --> 01:55:10.480]  I got that.
[01:55:10.480 --> 01:55:12.480]  Um, Look, what do you want if you want it?
[01:55:12.480 --> 01:55:19.960]  What did you have on there that you wanted to show up?
[01:55:19.960 --> 01:55:22.080]  Seriously, it will be here all week.
[01:55:22.080 --> 01:55:24.000]  OK, can you even find it in summary,
[01:55:24.000 --> 01:55:27.520]  like the overview of what you see?
